PUBLICATION DATE,FISCAL YEAR,MONTH,INFLOWS/OUTFLOWS,DESCRIPTION,AMOUNT
20251103,2026,September,Inflows - Current,Miscellaneous Revenues,539
20251103,2026,September,Inflows - Current,Inter-Fund Revenues,32
20251103,2026,September,Inflows - Prior,Taxes,0
20251103,2026,September,Inflows - Prior,Federal Categorical Grants,323
20251103,2026,September,Inflows - Prior,State Categorical Grants,523
20251103,2026,September,Inflows - Prior,Other Categorical Grants,9
20251103,2026,September,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251103,2026,September,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,September,Inflows - Capital,Capital Transfers,1751
20251103,2026,September,Inflows - Capital,Federal And State,15
20251103,2026,September,Inflows - Other,Senior Colleges,0
20251103,2026,September,Inflows - Other,Holding Acct. & Other Adj.,0
20251103,2026,September,Inflows - Other,Other Sources,599
20251103,2026,September,Outflows - Current,Personal Service,4539
20251103,2026,September,Outflows - Current,Other Than Personal Service,3620
20251103,2026,September,Outflows - Current,Debt Service,3
20251103,2026,September,Outflows - Prior,Personal Service,173
20251103,2026,September,Outflows - Prior,Other Than Personal Service,16
20251103,2026,September,Outflows - Prior,Taxes,0
20251103,2026,September,Outflows - Prior,Disallowance Reserve,0
20251103,2026,September,Outflows - Capital,City Disbursements,1223
20251103,2026,September,Outflows - Capital,Federal and State,92
20251103,2026,September,Outflows - Other,Senior Colleges,320
20251103,2026,September,Outflows - Other,Other Uses,0
20251103,2026,September,Balance,Beginning Balance,4954
20251103,2026,September,Balance,Ending Balance,7691
20251103,2026,October,Inflows - Current,General Property Tax,1792
20251103,2026,October,Inflows - Current,Other Taxes,3334
20251103,2026,October,Inflows - Current,Federal Categorical Grants,-142
20251103,2026,October,Inflows - Current,State Categorical Grants,313
20251103,2026,October,Inflows - Current,Other Categorical Grants,39
20251103,2026,October,Inflows - Current,Unrestricted (Net Of Disall.),0
20251103,2026,October,Inflows - Current,Miscellaneous Revenues,670
20251103,2026,October,Inflows - Current,Inter-Fund Revenues,23
20251103,2026,October,Inflows - Prior,Taxes,0
20251103,2026,October,Inflows - Prior,Federal Categorical Grants,445
20251103,2026,October,Inflows - Prior,State Categorical Grants,246
20251103,2026,October,Inflows - Prior,Other Categorical Grants,0
20251103,2026,October,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251103,2026,October,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,October,Inflows - Capital,Capital Transfers,700
20251103,2026,October,Inflows - Capital,Federal And State,81
20251103,2026,October,Inflows - Other,Senior Colleges,461
20251103,2026,October,Inflows - Other,Holding Acct. & Other Adj.,0
20251103,2026,October,Inflows - Other,Other Sources,0
20251103,2026,October,Outflows - Current,Personal Service,4386
20251103,2026,October,Outflows - Current,Other Than Personal Service,4330
20251103,2026,October,Outflows - Current,Debt Service,364
20251103,2026,October,Outflows - Prior,Personal Service,46
20251103,2026,October,Outflows - Prior,Other Than Personal Service,9
20251103,2026,October,Outflows - Prior,Taxes,0
20251103,2026,October,Outflows - Prior,Disallowance Reserve,0
20251103,2026,October,Outflows - Capital,City Disbursements,916
20251103,2026,October,Outflows - Capital,Federal and State,81
20251103,2026,October,Outflows - Other,Senior Colleges,50
20251103,2026,October,Outflows - Other,Other Uses,0
20251103,2026,October,Balance,Beginning Balance,7691
20251103,2026,October,Balance,Ending Balance,5471
20251103,2026,November,Inflows - Current,General Property Tax,319
20251103,2026,November,Inflows - Current,Other Taxes,1608
20251103,2026,November,Inflows - Current,Federal Categorical Grants,240
20251103,2026,November,Inflows - Current,State Categorical Grants,1148
20251103,2026,November,Inflows - Current,Other Categorical Grants,27
20251103,2026,November,Inflows - Current,Unrestricted (Net Of Disall.),5
20251103,2026,November,Inflows - Current,Miscellaneous Revenues,595
20251103,2026,November,Inflows - Current,Inter-Fund Revenues,23
20251103,2026,November,Inflows - Prior,Taxes,0
20251103,2026,November,Inflows - Prior,Federal Categorical Grants,61
20251103,2026,November,Inflows - Prior,State Categorical Grants,280
20251103,2026,November,Inflows - Prior,Other Categorical Grants,0
20251103,2026,November,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251103,2026,November,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,November,Inflows - Capital,Capital Transfers,2597
20251103,2026,November,Inflows - Capital,Federal And State,44
20251103,2026,November,Inflows - Other,Senior Colleges,158
20251103,2026,November,Inflows - Other,Holding Acct. & Other Adj.,0
20251103,2026,November,Inflows - Other,Other Sources,0
20251103,2026,November,Outflows - Current,Personal Service,4573
20251103,2026,November,Outflows - Current,Other Than Personal Service,2801
20251103,2026,November,Outflows - Current,Debt Service,158
20251103,2026,November,Outflows - Prior,Personal Service,101
20251103,2026,November,Outflows - Prior,Other Than Personal Service,1267
20251103,2026,November,Outflows - Prior,Taxes,0
20251103,2026,November,Outflows - Prior,Disallowance Reserve,0
20251103,2026,November,Outflows - Capital,City Disbursements,1062
20251103,2026,November,Outflows - Capital,Federal and State,193
20251103,2026,November,Outflows - Other,Senior Colleges,256
20251103,2026,November,Outflows - Other,Other Uses,0
20251103,2026,November,Balance,Beginning Balance,5471
20251103,2026,November,Balance,Ending Balance,2165
20251103,2026,December,Inflows - Current,General Property Tax,7711
20251103,2026,December,Inflows - Current,Other Taxes,5933
20251103,2026,December,Inflows - Current,Federal Categorical Grants,429
20251103,2026,December,Inflows - Current,State Categorical Grants,1373
20251103,2026,December,Inflows - Current,Other Categorical Grants,30
20251103,2026,December,Inflows - Current,Unrestricted (Net Of Disall.),0
20251103,2026,December,Inflows - Current,Miscellaneous Revenues,592
20251103,2026,December,Inflows - Current,Inter-Fund Revenues,44
20251103,2026,December,Inflows - Prior,Taxes,0
20251103,2026,December,Inflows - Prior,Federal Categorical Grants,95
20251103,2026,December,Inflows - Prior,State Categorical Grants,472
20251103,2026,December,Inflows - Prior,Other Categorical Grants,0
20251103,2026,December,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251103,2026,December,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,December,Inflows - Capital,Capital Transfers,840
20251103,2026,December,Inflows - Capital,Federal And State,70
20251103,2026,December,Inflows - Other,Senior Colleges,0
20251103,2026,December,Inflows - Other,Holding Acct. & Other Adj.,0
20251103,2026,December,Inflows - Other,Other Sources,0
20251103,2026,December,Outflows - Current,Personal Service,4515
20251103,2026,December,Outflows - Current,Other Than Personal Service,3244
20251103,2026,December,Outflows - Current,Debt Service,112
20251103,2026,December,Outflows - Prior,Personal Service,84
20251103,2026,December,Outflows - Prior,Other Than Personal Service,715
20251103,2026,December,Outflows - Prior,Taxes,0
20251103,2026,December,Outflows - Prior,Disallowance Reserve,0
20251103,2026,December,Outflows - Capital,City Disbursements,1361
20251103,2026,December,Outflows - Capital,Federal and State,103
20251103,2026,December,Outflows - Other,Senior Colleges,256
20251103,2026,December,Outflows - Other,Other Uses,0
20251103,2026,December,Balance,Beginning Balance,2165
20251103,2026,December,Balance,Ending Balance,9364
20251103,2026,January,Inflows - Current,General Property Tax,5810
20251103,2026,January,Inflows - Current,Other Taxes,4252
20251103,2026,January,Inflows - Current,Federal Categorical Grants,510
20251103,2026,January,Inflows - Current,State Categorical Grants,296
20251103,2026,January,Inflows - Current,Other Categorical Grants,51
20251103,2026,January,Inflows - Current,Unrestricted (Net Of Disall.),0
20251103,2026,January,Inflows - Current,Miscellaneous Revenues,370
20251103,2026,January,Inflows - Current,Inter-Fund Revenues,82
20251103,2026,January,Inflows - Prior,Taxes,0
20251103,2026,January,Inflows - Prior,Federal Categorical Grants,373
20251103,2026,January,Inflows - Prior,State Categorical Grants,80
20251103,2026,January,Inflows - Prior,Other Categorical Grants,0
20251103,2026,January,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251103,2026,January,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,January,Inflows - Capital,Capital Transfers,1137
20251103,2026,January,Inflows - Capital,Federal And State,61
20251103,2026,January,Inflows - Other,Senior Colleges,0
20251103,2026,January,Inflows - Other,Holding Acct. & Other Adj.,0
20251103,2026,January,Inflows - Other,Other Sources,0
20251103,2026,January,Outflows - Current,Personal Service,5076
20251103,2026,January,Outflows - Current,Other Than Personal Service,3213
20251103,2026,January,Outflows - Current,Debt Service,1123
20251103,2026,January,Outflows - Prior,Personal Service,148
20251103,2026,January,Outflows - Prior,Other Than Personal Service,652
20251103,2026,January,Outflows - Prior,Taxes,0
20251103,2026,January,Outflows - Prior,Disallowance Reserve,0
20251103,2026,January,Outflows - Capital,City Disbursements,1740
20251103,2026,January,Outflows - Capital,Federal and State,137
20251103,2026,January,Outflows - Other,Senior Colleges,256
20251103,2026,January,Outflows - Other,Other Uses,0
20251103,2026,January,Balance,Beginning Balance,9364
20251103,2026,January,Balance,Ending Balance,10041
20251103,2026,February,Inflows - Current,General Property Tax,184
20251103,2026,February,Inflows - Current,Other Taxes,2531
20251103,2026,February,Inflows - Current,Federal Categorical Grants,503
20251103,2026,February,Inflows - Current,State Categorical Grants,376
20251103,2026,February,Inflows - Current,Other Categorical Grants,26
20251103,2026,February,Inflows - Current,Unrestricted (Net Of Disall.),0
20251103,2026,February,Inflows - Current,Miscellaneous Revenues,293
20251103,2026,February,Inflows - Current,Inter-Fund Revenues,33
20251103,2026,February,Inflows - Prior,Taxes,0
20251103,2026,February,Inflows - Prior,Federal Categorical Grants,38
20251103,2026,February,Inflows - Prior,State Categorical Grants,45
20251103,2026,February,Inflows - Prior,Other Categorical Grants,11
20251103,2026,February,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251103,2026,February,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,February,Inflows - Capital,Capital Transfers,1044
20251103,2026,February,Inflows - Capital,Federal And State,63
20251103,2026,February,Inflows - Other,Senior Colleges,707
20251103,2026,February,Inflows - Other,Holding Acct. & Other Adj.,0
20251103,2026,February,Inflows - Other,Other Sources,0
20251103,2026,February,Outflows - Current,Personal Service,4624
20251103,2026,February,Outflows - Current,Other Than Personal Service,4036
20251103,2026,February,Outflows - Current,Debt Service,652
20251103,2026,February,Outflows - Prior,Personal Service,31
20251103,2026,February,Outflows - Prior,Other Than Personal Service,117
20251103,2026,February,Outflows - Prior,Taxes,0
20251103,2026,February,Outflows - Prior,Disallowance Reserve,0
20251103,2026,February,Outflows - Capital,City Disbursements,1242
20251103,2026,February,Outflows - Capital,Federal and State,103
20251103,2026,February,Outflows - Other,Senior Colleges,256
20251103,2026,February,Outflows - Other,Other Uses,0
20251103,2026,February,Balance,Beginning Balance,10041
20251103,2026,February,Balance,Ending Balance,4834
20251103,2026,March,Inflows - Current,General Property Tax,775
20251103,2026,March,Inflows - Current,Other Taxes,4935
20251103,2026,March,Inflows - Current,Federal Categorical Grants,583
20251103,2026,March,Inflows - Current,State Categorical Grants,4580
20251103,2026,March,Inflows - Current,Other Categorical Grants,60
20251103,2026,March,Inflows - Current,Unrestricted (Net Of Disall.),0
20251103,2026,March,Inflows - Current,Miscellaneous Revenues,326
20251103,2026,March,Inflows - Current,Inter-Fund Revenues,64
20251103,2026,March,Inflows - Prior,Taxes,0
20251103,2026,March,Inflows - Prior,Federal Categorical Grants,280
20251103,2026,March,Inflows - Prior,State Categorical Grants,495
20251103,2026,March,Inflows - Prior,Other Categorical Grants,40
20251103,2026,March,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251103,2026,March,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,March,Inflows - Capital,Capital Transfers,1084
20251103,2026,March,Inflows - Capital,Federal And State,93
20251103,2026,March,Inflows - Other,Senior Colleges,461
20251103,2026,March,Inflows - Other,Holding Acct. & Other Adj.,0
20251103,2026,March,Inflows - Other,Other Sources,0
20251103,2026,March,Outflows - Current,Personal Service,4396
20251103,2026,March,Outflows - Current,Other Than Personal Service,3081
20251103,2026,March,Outflows - Current,Debt Service,652
20251103,2026,March,Outflows - Prior,Personal Service,49
20251103,2026,March,Outflows - Prior,Other Than Personal Service,438
20251103,2026,March,Outflows - Prior,Taxes,0
20251103,2026,March,Outflows - Prior,Disallowance Reserve,0
20251103,2026,March,Outflows - Capital,City Disbursements,1663
20251103,2026,March,Outflows - Capital,Federal and State,92
20251103,2026,March,Outflows - Other,Senior Colleges,256
20251103,2026,March,Outflows - Other,Other Uses,0
20251103,2026,March,Balance,Beginning Balance,4834
20251103,2026,March,Balance,Ending Balance,7983
20251103,2026,April,Inflows - Current,General Property Tax,1568
20251103,2026,April,Inflows - Current,Other Taxes,5139
20251103,2026,April,Inflows - Current,Federal Categorical Grants,715
20251103,2026,April,Inflows - Current,State Categorical Grants,1562
20251103,2026,April,Inflows - Current,Other Categorical Grants,23
20251103,2026,April,Inflows - Current,Unrestricted (Net Of Disall.),0
20251103,2026,April,Inflows - Current,Miscellaneous Revenues,310
20251103,2026,April,Inflows - Current,Inter-Fund Revenues,61
20251103,2026,April,Inflows - Prior,Taxes,0
20251103,2026,April,Inflows - Prior,Federal Categorical Grants,85
20251103,2026,April,Inflows - Prior,State Categorical Grants,102
20251103,2026,April,Inflows - Prior,Other Categorical Grants,0
20251103,2026,April,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251103,2026,April,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,April,Inflows - Capital,Capital Transfers,1794
20251103,2026,April,Inflows - Capital,Federal And State,55
20251103,2026,April,Inflows - Other,Senior Colleges,262
20251103,2026,April,Inflows - Other,Holding Acct. & Other Adj.,0
20251103,2026,April,Inflows - Other,Other Sources,0
20251103,2026,April,Outflows - Current,Personal Service,4443
20251103,2026,April,Outflows - Current,Other Than Personal Service,3213
20251103,2026,April,Outflows - Current,Debt Service,268
20251103,2026,April,Outflows - Prior,Personal Service,28
20251103,2026,April,Outflows - Prior,Other Than Personal Service,323
20251103,2026,April,Outflows - Prior,Taxes,0
20251103,2026,April,Outflows - Prior,Disallowance Reserve,0
20251103,2026,April,Outflows - Capital,City Disbursements,1463
20251103,2026,April,Outflows - Capital,Federal and State,69
20251103,2026,April,Outflows - Other,Senior Colleges,256
20251103,2026,April,Outflows - Other,Other Uses,0
20251103,2026,April,Balance,Beginning Balance,7983
20251103,2026,April,Balance,Ending Balance,9596
20251103,2026,May,Inflows - Current,General Property Tax,56
20251103,2026,May,Inflows - Current,Other Taxes,1980
20251103,2026,May,Inflows - Current,Federal Categorical Grants,470
20251103,2026,May,Inflows - Current,State Categorical Grants,2812
20251103,2026,May,Inflows - Current,Other Categorical Grants,35
20251103,2026,May,Inflows - Current,Unrestricted (Net Of Disall.),0
20251103,2026,May,Inflows - Current,Miscellaneous Revenues,366
20251103,2026,May,Inflows - Current,Inter-Fund Revenues,89
20251103,2026,May,Inflows - Prior,Taxes,0
20251103,2026,May,Inflows - Prior,Federal Categorical Grants,93
20251103,2026,May,Inflows - Prior,State Categorical Grants,521
20251103,2026,May,Inflows - Prior,Other Categorical Grants,23
20251103,2026,May,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251103,2026,May,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,May,Inflows - Capital,Capital Transfers,1551
20251103,2026,May,Inflows - Capital,Federal And State,90
20251103,2026,May,Inflows - Other,Senior Colleges,0
20251103,2026,May,Inflows - Other,Holding Acct. & Other Adj.,0
20251103,2026,May,Inflows - Other,Other Sources,0
20251103,2026,May,Outflows - Current,Personal Service,4586
20251103,2026,May,Outflows - Current,Other Than Personal Service,3224
20251103,2026,May,Outflows - Current,Debt Service,50
20251103,2026,May,Outflows - Prior,Personal Service,59
20251103,2026,May,Outflows - Prior,Other Than Personal Service,312
20251103,2026,May,Outflows - Prior,Taxes,0
20251103,2026,May,Outflows - Prior,Disallowance Reserve,0
20251103,2026,May,Outflows - Capital,City Disbursements,1535
20251103,2026,May,Outflows - Capital,Federal and State,81
20251103,2026,May,Outflows - Other,Senior Colleges,256
20251103,2026,May,Outflows - Other,Other Uses,0
20251103,2026,May,Balance,Beginning Balance,9596
20251103,2026,May,Balance,Ending Balance,7579
20251103,2026,June,Inflows - Current,General Property Tax,5362
20251103,2026,June,Inflows - Current,Other Taxes,5827
20251103,2026,June,Inflows - Current,Federal Categorical Grants,669
20251103,2026,June,Inflows - Current,State Categorical Grants,894
20251103,2026,June,Inflows - Current,Other Categorical Grants,44
20251103,2026,June,Inflows - Current,Unrestricted (Net Of Disall.),0
20251103,2026,June,Inflows - Current,Miscellaneous Revenues,553
20251103,2026,June,Inflows - Current,Inter-Fund Revenues,66
20251103,2026,June,Inflows - Prior,Taxes,0
20251103,2026,June,Inflows - Prior,Federal Categorical Grants,104
20251103,2026,June,Inflows - Prior,State Categorical Grants,243
20251103,2026,June,Inflows - Prior,Other Categorical Grants,0
20251103,2026,June,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251103,2026,June,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,June,Inflows - Capital,Capital Transfers,1487
20251103,2026,June,Inflows - Capital,Federal And State,464
20251103,2026,June,Inflows - Other,Senior Colleges,1073
20251103,2026,June,Inflows - Other,Holding Acct. & Other Adj.,0
20251103,2026,June,Inflows - Other,Other Sources,0
20251103,2026,June,Outflows - Current,Personal Service,8841
20251103,2026,June,Outflows - Current,Other Than Personal Service,3697
20251103,2026,June,Outflows - Current,Debt Service,2
20251103,2026,June,Outflows - Prior,Personal Service,74
20251103,2026,June,Outflows - Prior,Other Than Personal Service,299
20251103,2026,June,Outflows - Prior,Taxes,0
20251103,2026,June,Outflows - Prior,Disallowance Reserve,0
20251103,2026,June,Outflows - Capital,City Disbursements,1498
20251103,2026,June,Outflows - Capital,Federal and State,103
20251103,2026,June,Outflows - Other,Senior Colleges,259
20251103,2026,June,Outflows - Other,Other Uses,217
20251103,2026,June,Balance,Beginning Balance,7579
20251103,2026,June,Balance,Ending Balance,9375
20251103,2026,Adjustments,Inflows - Current,General Property Tax,379
20251103,2026,Adjustments,Inflows - Current,Other Taxes,1423
20251103,2026,Adjustments,Inflows - Current,Federal Categorical Grants,2529
20251103,2026,Adjustments,Inflows - Current,State Categorical Grants,3862
20251103,2026,Adjustments,Inflows - Current,Other Categorical Grants,691
20251103,2026,Adjustments,Inflows - Current,Unrestricted (Net Of Disall.),-20
20251103,2026,Adjustments,Inflows - Current,Miscellaneous Revenues,-244
20251103,2026,Adjustments,Inflows - Current,Inter-Fund Revenues,288
20251103,2026,Adjustments,Inflows - Prior,Taxes,0
20251103,2026,Adjustments,Inflows - Prior,Federal Categorical Grants,7590
20251103,2026,Adjustments,Inflows - Prior,State Categorical Grants,3668
20251103,2026,Adjustments,Inflows - Prior,Other Categorical Grants,544
20251103,2026,Adjustments,Inflows - Prior,Unrestricted Intgvt.  Aid,311
20251103,2026,Adjustments,Inflows - Prior,Misc. Revenue/IFA,0
20251103,2026,Adjustments,Inflows - Capital,Capital Transfers,623
20251103,2026,Adjustments,Inflows - Capital,Federal And State,0
20251103,2026,Adjustments,Inflows - Other,Senior Colleges,219
20251103,2026,Adjustments,Inflows - Other,Holding Acct. & Other Adj.,-9
20251103,2026,Adjustments,Inflows - Other,Other Sources,0
20251103,2026,Adjustments,Outflows - Current,Personal Service,3843
20251103,2026,Adjustments,Outflows - Current,Other Than Personal Service,5892
20251103,2026,Adjustments,Outflows - Current,Debt Service,29
20251103,2026,Adjustments,Outflows - Prior,Personal Service,4750
20251103,2026,Adjustments,Outflows - Prior,Other Than Personal Service,9027
20251103,2026,Adjustments,Outflows - Prior,Taxes,0
20251103,2026,Adjustments,Outflows - Prior,Disallowance Reserve,340
20251103,2026,Adjustments,Outflows - Capital,City Disbursements,0
20251103,2026,Adjustments,Outflows - Capital,Federal and State,0
20251103,2026,Adjustments,Outflows - Other,Senior Colleges,0
20251103,2026,Adjustments,Outflows - Other,Other Uses,0
20251114,2026,July,Inflows - Current,General Property Tax,9970
20251114,2026,July,Inflows - Current,Other Taxes,1096
20251114,2026,July,Inflows - Current,Federal Categorical Grants,164
20251114,2026,July,Inflows - Current,State Categorical Grants,289
20251114,2026,July,Inflows - Current,Other Categorical Grants,20
20251114,2026,July,Inflows - Current,Unrestricted (Net Of Disall.),0
20251114,2026,July,Inflows - Current,Miscellaneous Revenues,932
20251114,2026,July,Inflows - Current,Inter-Fund Revenues,0
20251114,2026,July,Inflows - Prior,Taxes,1218
20251114,2026,July,Inflows - Prior,Federal Categorical Grants,263
20251114,2026,July,Inflows - Prior,State Categorical Grants,604
20251114,2026,July,Inflows - Prior,Other Categorical Grants,264
20251114,2026,July,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251114,2026,July,Inflows - Prior,Misc. Revenue/IFA,0
20251114,2026,July,Inflows - Capital,Capital Transfers,632
20251114,2026,July,Inflows - Capital,Federal And State,68
20251114,2026,July,Inflows - Other,Senior Colleges,0
20251114,2026,July,Inflows - Other,Holding Acct. & Other Adj.,7
20251114,2026,July,Inflows - Other,Other Sources,0
20251114,2026,July,Outflows - Current,Personal Service,2106
20251114,2026,July,Outflows - Current,Other Than Personal Service,6462
20251114,2026,July,Outflows - Current,Debt Service,1470
20251114,2026,July,Outflows - Prior,Personal Service,2079
20251114,2026,July,Outflows - Prior,Other Than Personal Service,2039
20251114,2026,July,Outflows - Prior,Taxes,118
20251114,2026,July,Outflows - Prior,Disallowance Reserve,0
20251114,2026,July,Outflows - Capital,City Disbursements,1296
20251114,2026,July,Outflows - Capital,Federal and State,45
20251114,2026,July,Outflows - Other,Senior Colleges,280
20251114,2026,July,Outflows - Other,Other Uses,396
20251114,2026,July,Balance,Beginning Balance,12229
20251114,2026,July,Balance,Ending Balance,11465
20251114,2026,August,Inflows - Current,General Property Tax,410
20251114,2026,August,Inflows - Current,Other Taxes,2058
20251114,2026,August,Inflows - Current,Federal Categorical Grants,214
20251114,2026,August,Inflows - Current,State Categorical Grants,58
20251114,2026,August,Inflows - Current,Other Categorical Grants,21
20251114,2026,August,Inflows - Current,Unrestricted (Net Of Disall.),0
20251114,2026,August,Inflows - Current,Miscellaneous Revenues,917
20251114,2026,August,Inflows - Current,Inter-Fund Revenues,0
20251114,2026,August,Inflows - Prior,Taxes,411
20251114,2026,August,Inflows - Prior,Federal Categorical Grants,378
20251114,2026,August,Inflows - Prior,State Categorical Grants,366
20251114,2026,August,Inflows - Prior,Other Categorical Grants,14
20251114,2026,August,Inflows - Prior,Unrestricted Intgvt.  Aid,42
20251114,2026,August,Inflows - Prior,Misc. Revenue/IFA,0
20251114,2026,August,Inflows - Capital,Capital Transfers,908
20251114,2026,August,Inflows - Capital,Federal And State,24
20251114,2026,August,Inflows - Other,Senior Colleges,0
20251114,2026,August,Inflows - Other,Holding Acct. & Other Adj.,2
20251114,2026,August,Inflows - Other,Other Sources,41
20251114,2026,August,Outflows - Current,Personal Service,4082
20251114,2026,August,Outflows - Current,Other Than Personal Service,4210
20251114,2026,August,Outflows - Current,Debt Service,-9
20251114,2026,August,Outflows - Prior,Personal Service,1378
20251114,2026,August,Outflows - Prior,Other Than Personal Service,786
20251114,2026,August,Outflows - Prior,Taxes,110
20251114,2026,August,Outflows - Prior,Disallowance Reserve,0
20251114,2026,August,Outflows - Capital,City Disbursements,1149
20251114,2026,August,Outflows - Capital,Federal and State,29
20251114,2026,August,Outflows - Other,Senior Colleges,640
20251114,2026,August,Outflows - Other,Other Uses,0
20251114,2026,August,Balance,Beginning Balance,11465
20251114,2026,August,Balance,Ending Balance,4954
20251114,2026,September,Inflows - Current,General Property Tax,771
20251114,2026,September,Inflows - Current,Other Taxes,6276
20251114,2026,September,Inflows - Current,Federal Categorical Grants,594
20251114,2026,September,Inflows - Current,State Categorical Grants,1424
20251114,2026,September,Inflows - Current,Other Categorical Grants,31
20251114,2026,September,Inflows - Current,Unrestricted (Net Of Disall.),0
20251114,2026,September,Inflows - Current,Miscellaneous Revenues,687
20251114,2026,September,Inflows - Current,Inter-Fund Revenues,41
20251114,2026,September,Inflows - Prior,Taxes,0
20251114,2026,September,Inflows - Prior,Federal Categorical Grants,350
20251114,2026,September,Inflows - Prior,State Categorical Grants,586
20251114,2026,September,Inflows - Prior,Other Categorical Grants,4
20251114,2026,September,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251114,2026,September,Inflows - Prior,Misc. Revenue/IFA,0
20251114,2026,September,Inflows - Capital,Capital Transfers,1751
20251114,2026,September,Inflows - Capital,Federal And State,22
20251114,2026,September,Inflows - Other,Senior Colleges,0
20251114,2026,September,Inflows - Other,Holding Acct. & Other Adj.,4
20251114,2026,September,Inflows - Other,Other Sources,430
20251114,2026,September,Outflows - Current,Personal Service,4737
20251114,2026,September,Outflows - Current,Other Than Personal Service,3905
20251114,2026,September,Outflows - Current,Debt Service,-22
20251114,2026,September,Outflows - Prior,Personal Service,31
20251114,2026,September,Outflows - Prior,Other Than Personal Service,9
20251114,2026,September,Outflows - Prior,Taxes,0
20251114,2026,September,Outflows - Prior,Disallowance Reserve,0
20251114,2026,September,Outflows - Capital,City Disbursements,1223
20251114,2026,September,Outflows - Capital,Federal and State,31
20251114,2026,September,Outflows - Other,Senior Colleges,320
20251114,2026,September,Outflows - Other,Other Uses,0
20251114,2026,September,Balance,Beginning Balance,4954
20251114,2026,September,Balance,Ending Balance,7691
20251114,2026,October,Inflows - Current,General Property Tax,1792
20251114,2026,October,Inflows - Current,Other Taxes,2793
20251114,2026,October,Inflows - Current,Federal Categorical Grants,-105
20251114,2026,October,Inflows - Current,State Categorical Grants,230
20251114,2026,October,Inflows - Current,Other Categorical Grants,27
20251114,2026,October,Inflows - Current,Unrestricted (Net Of Disall.),0
20251114,2026,October,Inflows - Current,Miscellaneous Revenues,574
20251114,2026,October,Inflows - Current,Inter-Fund Revenues,22
20251114,2026,October,Inflows - Prior,Taxes,0
20251114,2026,October,Inflows - Prior,Federal Categorical Grants,446
20251114,2026,October,Inflows - Prior,State Categorical Grants,174
20251114,2026,October,Inflows - Prior,Other Categorical Grants,-1
20251114,2026,October,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20251114,2026,October,Inflows - Prior,Misc. Revenue/IFA,0
20251114,2026,October,Inflows - Capital,Capital Transfers,699
20251114,2026,October,Inflows - Capital,Federal And State,80
20251114,2026,October,Inflows - Other,Senior Colleges,432
20251114,2026,October,Inflows - Other,Holding Acct. & Other Adj.,0
20251114,2026,October,Inflows - Other,Other Sources,387
20251114,2026,October,Outflows - Current,Personal Service,4486
20251114,2026,October,Outflows - Current,Other Than Personal Service,4805
20251114,2026,October,Outflows - Current,Debt Service,309
20251114,2026,October,Outflows - Prior,Personal Service,46
20251114,2026,October,Outflows - Prior,Other Than Personal Service,9
20251114,2026,October,Outflows - Prior,Taxes,0
20251114,2026,October,Outflows - Prior,Disallowance Reserve,0
20251114,2026,October,Outflows - Capital,City Disbursements,1141
20251114,2026,October,Outflows - Capital,Federal and State,41
20251114,2026,October,Outflows - Other,Senior Colleges,320
20251114,2026,October,Outflows - Other,Other Uses,0
20251114,2026,October,Balance,Beginning Balance,7691
20251114,2026,October,Balance,Ending Balance,4084
20251114,2026,November,Inflows - Current,General Property Tax,319
20251114,2026,November,Inflows - Current,Other Taxes,2108
20251114,2026,November,Inflows - Current,Federal Categorical Grants,235
20251114,2026,November,Inflows - Current,State Categorical Grants,1251
20251114,2026,November,Inflows - Current,Other Categorical Grants,31
20251114,2026,November,Inflows - Current,Unrestricted (Net Of Disall.),5
20251114,2026,November,Inflows - Current,Miscellaneous Revenues,602
20251114,2026,November,Inflows - Current,Inter-Fund Revenues,23
20251114,2026,November,Inflows - Prior,Taxes,0
20251114,2026,November,Inflows - Prior,Federal Categorical Grants,85
20251114,2026,November,Inflows - Prior,State Categorical Grants,534
20251114,2026,November,Inflows - Prior,Other Categorical Grants,0
20251114,2026,November,Inflows - Prior,Unrestricted Intgvt.  Aid,0
